Chr	Start	End	GeneID	Symbol	Description	Region	DistanceTSS	logFC	pValue	FDR	Direction
chr14	61676757	61677157	ENSMUSG00000021929	Kpna3	karyopherin (importin) alpha 3	Promoter (<=1kb)	239	0.736925668333157	7.74367469096032e-08	6.95492790628057e-06	treated
chr18	36481743	36482143	ENSMUSG00000046727	Cystm1	cysteine-rich transmembrane module containing 1	Promoter (<=1kb)	0	0.6648015024763471	7.789674123967491e-08	6.95492790628057e-06	treated
chr9	56068032	56068432	ENSMUSG00000032324	Tspan3	tetraspanin 3	Promoter (<=1kb)	0	0.681207666498665	7.79636484367746e-08	6.95492790628057e-06	treated
chr8	39472989	39473389	ENSMUSG00000118664	Tusc3	tumor suppressor candidate 3	Promoter (<=1kb)	0	0.672922747540635	7.98302512040009e-08	7.03564201876225e-06	treated
chr10	121146612	121147012	ENSMUSG00000052302	Tbc1d30	TBC1 domain family, member 30	Promoter (<=1kb)	289	0.8277009388121469	8.08219988123403e-08	7.08039426721281e-06	treated
chr8	14024337	14024737	ENSMUSG00000050052	Tdrp	testis development related protein	Promoter (<=1kb)	40	0.646545404746543	8.36102038858073e-08	7.281055255055721e-06	treated
chr4	155575741	155576141	ENSMUSG00000029064	Gnb1	guanine nucleotide binding protein (G protein), beta 1	Promoter (<=1kb)	0	0.691101625737341	8.4768976081827e-08	7.33828473418419e-06	treated
chr2	38816107	38816507	ENSMUSG00000063972	Nr6a1	nuclear receptor subfamily 6, group A, member 1	Promoter (<=1kb)	0	0.7374106221144808	8.53226589397478e-08	7.34276764875594e-06	treated
chr3	68952090	68952490	ENSMUSG00000034317	Trim59	tripartite motif-containing 59	Promoter (<=1kb)	-15	0.693000908625391	8.6158701287668e-08	7.34851213976335e-06	treated
chr1	170417013	170417413	ENSMUSG00000038473	Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein	Promoter (<=1kb)	5	0.8219787961677221	8.63939909801296e-08	7.34851213976335e-06	treated
chr15	51854579	51854979	ENSMUSG00000022314	Rad21	RAD21 cohesin complex component	Promoter (<=1kb)	177	0.877715442810017	8.78761803574137e-08	7.42584282160469e-06	treated
chr6	58808504	58808904	ENSMUSG00000029804	Herc3	hect domain and RLD 3	Promoter (<=1kb)	54	0.65639492171048	8.8511709267894e-08	7.42584282160469e-06	treated
chr19	46750139	46750539	ENSMUSG00000064105	Cnnm2	cyclin M2	Promoter (<=1kb)	91	0.725711533826725	8.882587107182641e-08	7.42584282160469e-06	treated
chr17	57242161	57242561	ENSMUSG00000024212	Mllt1	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1	Promoter (<=1kb)	0	0.720741902093754	9.02030868820092e-08	7.498131597067011e-06	treated
chr8	13939977	13940377	ENSMUSG00000031458	Coprs	coordinator of PRMT5, differentiation stimulator	Promoter (<=1kb)	0	0.7183746477785459	9.124814953470511e-08	7.5421493089985e-06	treated
chr1	153208176	153208576	ENSMUSG00000026478	Lamc1	laminin, gamma 1	Promoter (<=1kb)	0	0.711425393665216	9.252648435670189e-08	7.562360146025411e-06	treated
chr1	190758005	190758405	ENSMUSG00000066595	Flvcr1	feline leukemia virus subgroup C cellular receptor 1	Promoter (<=1kb)	0	0.703430096124545	9.39423325019761e-08	7.6113541443684206e-06	treated
chr3	35808325	35808725	ENSMUSG00000037400	Atp11b	ATPase, class VI, type 11B	Promoter (<=1kb)	113	0.766789176685729	9.428918697325321e-08	7.6113541443684206e-06	treated
chr11	105480726	105481126	ENSMUSG00000053580	Tanc2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	Promoter (<=1kb)	0	0.795199128708178	9.46867022744397e-08	7.6113541443684206e-06	treated
chr12	112978035	112978435	ENSMUSG00000021143	Pacs2	phosphofurin acidic cluster sorting protein 2	Promoter (<=1kb)	0	0.7111458007261141	9.542445268655901e-08	7.628741763958239e-06	treated
chr14	75184983	75185383	ENSMUSG00000068015	Lrch1	leucine-rich repeats and calponin homology (CH) domain containing 1	Promoter (<=1kb)	0	0.669362847404411	9.598745134066251e-08	7.632045723445069e-06	treated
chr11	69656776	69657176	ENSMUSG00000018750	Zbtb4	zinc finger and BTB domain containing 4	Promoter (<=1kb)	38	0.668691077282577	9.91389999679572e-08	7.7992922330077e-06	treated
chr4	101277141	101277541	ENSMUSG00000028527	Ak4	adenylate kinase 4	Promoter (<=1kb)	241	0.792579852929018	9.91570987928525e-08	7.7992922330077e-06	treated
chr18	14916295	14916695	ENSMUSG00000054321	Taf4b	TATA-box binding protein associated factor 4b	Promoter (<=1kb)	0	0.7396104628865409	1.00341813282865e-07	7.85027127448294e-06	treated
chr13	56282972	56283372	ENSMUSG00000015937	Macroh2a1	macroH2A.1 histone	Promoter (<=1kb)	0	0.7480561913109051	1.01565309783257e-07	7.90372596877155e-06	treated
chr1	61678021	61678421	ENSMUSG00000052062	Pard3b	par-3 family cell polarity regulator beta	Promoter (<=1kb)	38	0.790443335010625	1.02250723495759e-07	7.91496341133842e-06	treated
chr14	58127425	58127825	ENSMUSG00000021969	Zdhhc20	zinc finger, DHHC domain containing 20	Promoter (<=1kb)	0	0.6690670933181121	1.0911829637655699e-07	8.40210882099485e-06	treated
chr2	51962874	51963274	ENSMUSG00000036202	Rif1	replication timing regulatory factor 1	Promoter (<=1kb)	25	0.7639243283236021	1.1060285389030599e-07	8.47183116447736e-06	treated
chr9	48896616	48897016	ENSMUSG00000032267	Usp28	ubiquitin specific peptidase 28	Promoter (<=1kb)	0	0.696229224596078	1.12924720902485e-07	8.60462847293416e-06	treated
chr1	23421858	23422258	ENSMUSG00000026158	Ogfrl1	opioid growth factor receptor-like 1	Promoter (<=1kb)	0	0.752976037775123	1.1494725635486901e-07	8.68235816889028e-06	treated
chr12	11316179	11316579	ENSMUSG00000020608	Smc6	structural maintenance of chromosomes 6	Promoter (<=1kb)	292	0.680244055103676	1.15508361085993e-07	8.68235816889028e-06	treated
chr10	116984089	116984489	ENSMUSG00000020170	Frs2	fibroblast growth factor receptor substrate 2	Promoter (<=1kb)	0	0.738848282973509	1.15725211410363e-07	8.68235816889028e-06	treated
chr1	39517485	39517885	ENSMUSG00000003134	Tbc1d8	TBC1 domain family, member 8	Promoter (<=1kb)	0	0.7172061601560791	1.1922367682155e-07	8.899195877037159e-06	treated
chr17	26288168	26288568	ENSMUSG00000037098	Rab11fip3	RAB11 family interacting protein 3 (class II)	Promoter (<=1kb)	0	0.631855109860674	1.21139883471539e-07	8.99632738674422e-06	treated
chr8	124958199	124958599	ENSMUSG00000089704	Galnt2	polypeptide N-acetylgalactosaminyltransferase 2	Promoter (<=1kb)	66	0.6705036872057529	1.22250795084274e-07	9.03297541456024e-06	treated
chr5	46014512	46014912	ENSMUSG00000015882	Lcorl	ligand dependent nuclear receptor corepressor-like	Promoter (<=1kb)	0	0.7730208491542672	1.26959526450979e-07	9.30066335276847e-06	treated
chr10	43355442	43355842	ENSMUSG00000038214	Bend3	BEN domain containing 3	Promoter (<=1kb)	306	0.7317804783969721	1.2714509026341e-07	9.30066335276847e-06	treated
chr5	114046377	114046777	ENSMUSG00000004530	Coro1c	coronin, actin binding protein 1C	Promoter (<=1kb)	0	0.7312147294968242	1.2943797656862303e-07	9.42128157810427e-06	treated
chr8	72063733	72064133	ENSMUSG00000034807	Colgalt1	collagen beta(1-O)galactosyltransferase 1	Promoter (<=1kb)	0	0.667706253826	1.30802142067615e-07	9.473442269550529e-06	treated
chr8	67312809	67313209	ENSMUSG00000014907	Naf1	nuclear assembly factor 1 ribonucleoprotein	Promoter (<=1kb)	0	0.6493975040966539	1.3265245905581e-07	9.56012549747047e-06	treated
chr2	168048390	168048790	ENSMUSG00000051149	Adnp	activity-dependent neuroprotective protein	Promoter (<=1kb)	242	0.773035703895828	1.3383896132593698e-07	9.57735333511558e-06	treated
chr6	23838918	23839318	ENSMUSG00000017978	Cadps2	Ca2+-dependent activator protein for secretion 2	Promoter (<=1kb)	102	0.727304851349249	1.3420078152417601e-07	9.57735333511558e-06	treated
chr11	87959140	87959540	ENSMUSG00000018377	Vezf1	vascular endothelial zinc finger 1	Promoter (<=1kb)	35	0.7420734918354559	1.3642904044972902e-07	9.68911097951229e-06	treated
chr17	16046431	16046831	ENSMUSG00000048027	Rgmb	repulsive guidance molecule family member B	Promoter (<=1kb)	0	0.71486108642436	1.3794796940901999e-07	9.74965600219304e-06	treated
chr5	139186340	139186740	ENSMUSG00000036817	Sun1	Sad1 and UNC84 domain containing 1	Promoter (<=1kb)	0	0.637292480229747	1.39343847178904e-07	9.800963866477729e-06	treated
chr4	35225475	35225875	ENSMUSG00000028300	C9orf72	C9orf72, member of C9orf72-SMCR8 complex	Promoter (<=1kb)	0	0.6881737327630949	1.4174005952890902e-07	9.92180416702363e-06	treated
chr2	112069780	112070180	ENSMUSG00000027134	Lpcat4	lysophosphatidylcholine acyltransferase 4	Promoter (<=1kb)	-6	0.610790584992813	1.45203098598286e-07	1.0115815869014e-05	treated
chr14	123220318	123220718	ENSMUSG00000041594	Tmtc4	transmembrane and tetratricopeptide repeat containing 4	Promoter (<=1kb)	0	0.685091936196094	1.49558658815418e-07	1.0369872883742e-05	treated
chr5	120641323	120641723	ENSMUSG00000029598	Plbd2	phospholipase B domain containing 2	Promoter (<=1kb)	0	0.6390019234717139	1.50591356333391e-07	1.0392224260176899e-05	treated
chr2	163382728	163383128	ENSMUSG00000046840	Hnf4aos	hepatic nuclear factor 4 alpha, opposite strand	Promoter (<=1kb)	513	-1.19920235305846	1.56037096118367e-07	1.07100978506596e-05	control
chr4	41569171	41569571	ENSMUSG00000028439	Fam219a	family with sequence similarity 219, member A	Promoter (<=1kb)	0	0.6936897104047111	1.56908993228811e-07	1.07100978506596e-05	treated
chr5	33176175	33176575	ENSMUSG00000018965	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	Promoter (<=1kb)	15	0.7206328269236529	1.57393782494314e-07	1.07100978506596e-05	treated
chr2	119505540	119505940	ENSMUSG00000027304	Rtf1	RTF1, Paf1/RNA polymerase II complex component	Promoter (<=1kb)	0	0.6699869712947459	1.62907202290825e-07	1.1033946155161e-05	treated
chr3	126390548	126390948	ENSMUSG00000053819	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	Promoter (<=1kb)	0	0.6192201770078579	1.64686598763041e-07	1.1079367181107598e-05	treated
chr11	20493194	20493594	ENSMUSG00000049800	Sertad2	SERTA domain containing 2	Promoter (<=1kb)	28	0.64307760277635	1.6509241595908802e-07	1.1079367181107598e-05	treated
chr11	57692358	57692758	ENSMUSG00000020519	Sap30l	SAP30-like	Promoter (<=1kb)	0	0.689870857743397	1.70665639804572e-07	1.13720844768218e-05	treated
chr10	62815924	62816324	ENSMUSG00000020070	Rufy2	RUN and FYVE domain-containing 2	Promoter (<=1kb)	0	0.661570981848817	1.71008789125139e-07	1.13720844768218e-05	treated
chr3	8732482	8732882	ENSMUSG00000040289	Hey1	hairy/enhancer-of-split related with YRPW motif 1	Promoter (<=1kb)	-384	0.724856119366585	1.7400206378278e-07	1.14668927619012e-05	treated
chr9	15404890	15405290	ENSMUSG00000058173	Smco4	single-pass membrane protein with coiled-coil domains 4	Promoter (<=1kb)	162	0.700266547966457	1.77577141138995e-07	1.1650016030778e-05	treated
chr17	27775804	27776204	ENSMUSG00000078249	Hmga1b	high mobility group AT-hook 1B	Promoter (<=1kb)	177	0.7085990814870641	1.80612236815012e-07	1.1796236716980499e-05	treated
chr17	66257726	66258126	ENSMUSG00000024098	Twsg1	twisted gastrulation BMP signaling modulator 1	Promoter (<=1kb)	56	0.685023985357111	1.8527237023698498e-07	1.20190099600731e-05	treated
chr1	20890188	20890588	ENSMUSG00000041859	Mcm3	minichromosome maintenance complex component 3	Promoter (<=1kb)	0	0.6979352520287	1.85666182568456e-07	1.20190099600731e-05	treated
chr17	48235074	48235474	ENSMUSG00000023991	Foxp4	forkhead box P4	Promoter (<=1kb)	83	0.7222588575894929	1.86505010900329e-07	1.2020124711329598e-05	treated
chr5	122916922	122917322	ENSMUSG00000029471	Camkk2	calcium/calmodulin-dependent protein kinase kinase 2, beta	Promoter (<=1kb)	151	0.637801224926374	1.88184988857143e-07	1.20752034516667e-05	treated
chr2	167190688	167191088	ENSMUSG00000017929	B4galt5	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5	Promoter (<=1kb)	10	0.73987040563239	1.8910498087184e-07	1.20792592576845e-05	treated
chr4	98284009	98284409	ENSMUSG00000061859	Patj	PATJ, crumbs cell polarity complex component	Promoter (<=1kb)	0	0.621902281816972	1.8989949619052802e-07	1.20792592576845e-05	treated
chr17	28451678	28452078	ENSMUSG00000002250	Ppard	peroxisome proliferator activator receptor delta	Promoter (<=1kb)	0	0.6424948405947071	1.96922373226274e-07	1.24717503043307e-05	treated
chr6	89339189	89339589	ENSMUSG00000030084	Plxna1	plexin A1	Promoter (<=1kb)	6	0.7456896377099491	2.0001960533414e-07	1.25619289949373e-05	treated
chr17	73143598	73143998	ENSMUSG00000039770	Ypel5	yippee like 5	Promoter (<=1kb)	0	0.7546151523062371	2.05133445133209e-07	1.2706784585792199e-05	treated
chr9	50919933	50920333	ENSMUSG00000037112	Sik2	salt inducible kinase 2	Promoter (<=1kb)	40	0.691633276350669	2.0535423759356502e-07	1.2706784585792199e-05	treated
chr3	108498649	108499049	ENSMUSG00000040389	Wdr47	WD repeat domain 47	Promoter (<=1kb)	0	0.6271728212466651	2.0537030621774897e-07	1.2706784585792199e-05	treated
chr4	16163177	16163577	ENSMUSG00000041135	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	Promoter (<=1kb)	66	0.6964156720996251	2.05844699031631e-07	1.2706784585792199e-05	treated
chr8	120588933	120589333	ENSMUSG00000031828	Klhl36	kelch-like 36	Promoter (<=1kb)	0	0.617173053334579	2.10878135964068e-07	1.28758402951328e-05	treated
chr9	58489800	58490200	ENSMUSG00000032336	Nptn	neuroplastin	Promoter (<=1kb)	277	0.7005100060093531	2.11223627534645e-07	1.28758402951328e-05	treated
chr4	133694825	133695225	ENSMUSG00000003038	Hmgn2	high mobility group nucleosomal binding domain 2	Promoter (<=1kb)	77	0.695175615858394	2.1511860174364801e-07	1.30588595166372e-05	treated
chr4	59805810	59806210	ENSMUSG00000028385	Snx30	sorting nexin family member 30	Promoter (<=1kb)	160	0.6113942759690439	2.18196243281772e-07	1.3190954707488901e-05	treated
chr5	115644694	115645094	ENSMUSG00000029528	Pxn	paxillin	Promoter (<=1kb)	0	0.6600724658556301	2.2175604816924e-07	1.33111098867973e-05	treated
chr9	45924057	45924457	ENSMUSG00000034135	Sik3	SIK family kinase 3	Promoter (<=1kb)	0	0.777321787799602	2.2200347316326298e-07	1.33111098867973e-05	treated
chr1	64776490	64776890	ENSMUSG00000045005	Fzd5	frizzled class receptor 5	Promoter (<=1kb)	19	0.697660340143463	2.27061772985113e-07	1.34621376758542e-05	treated
chr19	53317988	53318388	ENSMUSG00000025025	Mxi1	MAX interactor 1, dimerization protein	Promoter (<=1kb)	0	0.7076583105116551	2.28288895638064e-07	1.34621376758542e-05	treated
chr3	102111622	102112022	ENSMUSG00000027860	Vangl1	VANGL planar cell polarity 1	Promoter (<=1kb)	0	0.745979861746574	2.2886823506345702e-07	1.34621376758542e-05	treated
chr6	128339474	128339874	ENSMUSG00000048668	Rhno1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	Promoter (<=1kb)	0	0.625057419212604	2.2912319079205104e-07	1.34621376758542e-05	treated
chr10	43879565	43879965	ENSMUSG00000019866	Crybg1	crystallin beta-gamma domain containing 1	Promoter (<=1kb)	877	0.637985640192559	2.3227639381954398e-07	1.3559840465936e-05	treated
chr10	122911948	122912348	ENSMUSG00000034602	Mon2	MON2 homolog, regulator of endosome to Golgi trafficking	Promoter (<=1kb)	62	0.739007664637732	2.3263977832877302e-07	1.3559840465936e-05	treated
chr6	35154469	35154869	ENSMUSG00000038759	Nup205	nucleoporin 205	Promoter (<=1kb)	0	0.700896804588058	2.35133947308603e-07	1.36508319409717e-05	treated
chr5	124939699	124940099	ENSMUSG00000079215	Zfp664	zinc finger protein 664	Promoter (<=1kb)	0	0.6650462816647	2.41329680490038e-07	1.39551510892065e-05	treated
chr2	155118308	155118708	ENSMUSG00000027602	Map1lc3a	microtubule-associated protein 1 light chain 3 alpha	Promoter (<=1kb)	24	0.736053374235309	2.54642141240518e-07	1.4609468730779502e-05	treated
chr5	140634447	140634847	ENSMUSG00000036565	Ttyh3	tweety family member 3	Promoter (<=1kb)	0	0.6208356799659821	2.5900359396843e-07	1.48016507021802e-05	treated
chr3	138780533	138780933	ENSMUSG00000028149	Rap1gds1	RAP1, GTP-GDP dissociation stimulator 1	Promoter (<=1kb)	29	0.774241897671641	2.60763452521521e-07	1.4844238561828199e-05	treated
chr10	121932701	121933101	ENSMUSG00000034620	Rxylt1	ribitol xylosyltransferase 1	Promoter (<=1kb)	0	0.64288709630351	2.6517694372707897e-07	1.5036971653981302e-05	treated
chr5	4807615	4808015	ENSMUSG00000044674	Fzd1	frizzled class receptor 1	Promoter (<=1kb)	201	0.720886540993698	2.77161918913032e-07	1.55846661074522e-05	treated
chr2	145745101	145745501	ENSMUSG00000002728	Naa20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	Promoter (<=1kb)	0	0.647451159195945	2.78879772788307e-07	1.55846661074522e-05	treated
chr7	16006770	16007170	ENSMUSG00000091811	Inafm1	InaF motif containing 1	Promoter (<=1kb)	447	0.6380037318268921	2.8011467249151897e-07	1.55846661074522e-05	treated
chr1	75455816	75456216	ENSMUSG00000051703	Tmem198	transmembrane protein 198	Promoter (<=1kb)	0	0.811048295991941	2.80161803572107e-07	1.55846661074522e-05	treated
chr8	72889045	72889445	ENSMUSG00000031799	Tpm4	tropomyosin 4	Promoter (<=1kb)	0	0.6981669188304399	2.8181704909428203e-07	1.56173614706415e-05	treated
chr5	23988333	23988733	ENSMUSG00000057541	Pus7	pseudouridylate synthase 7	Promoter (<=1kb)	0	0.6353588553295589	2.83471211102305e-07	1.56396504766849e-05	treated
chr17	13980737	13981137	ENSMUSG00000068036	Afdn	afadin, adherens junction formation factor	Promoter (<=1kb)	0	0.746846721434101	2.84751180200004e-07	1.56396504766849e-05	treated
chr11	97520211	97520611	ENSMUSG00000043439	Epop	elongin BC and polycomb repressive complex 2 associated protein	Promoter (<=1kb)	0	0.8807271084698349	2.8542629373034e-07	1.56396504766849e-05	treated
chr5	139777222	139777622	ENSMUSG00000018143	Mafk	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)	Promoter (<=1kb)	0	0.628092742994749	2.9148766829509504e-07	1.58530282050455e-05	treated
chr5	21850947	21851347	ENSMUSG00000038525	Armc10	armadillo repeat containing 10	Promoter (<=1kb)	0	0.6505059168274979	2.93269529454795e-07	1.58908637626802e-05	treated
chr17	88748214	88748614	ENSMUSG00000034998	Foxn2	forkhead box N2	Promoter (<=1kb)	82	0.8028531944952659	2.97666838019557e-07	1.6066823648229998e-05	treated
chr8	57940426	57940826	ENSMUSG00000031609	Sap30	sin3 associated polypeptide	Promoter (<=1kb)	68	0.7152412464816429	2.9921001478433106e-07	1.6066823648229998e-05	treated
chr5	91079004	91079404	ENSMUSG00000029376	Mthfd2l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	Promoter (<=1kb)	0	0.651030016157818	2.99811541761229e-07	1.6066823648229998e-05	treated
chr10	88215009	88215409	ENSMUSG00000035311	Gnptab	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	Promoter (<=1kb)	0	0.64765613801315	3.01798520395952e-07	1.61142786620174e-05	treated
chr17	71858959	71859359	ENSMUSG00000052525	Spdya	speedy/RINGO cell cycle regulator family, member A	Promoter (<=1kb)	0	0.757357299072929	3.0346774234699395e-07	1.6144483892860097e-05	treated
chr6	95094826	95095226	ENSMUSG00000030031	Kbtbd8	kelch repeat and BTB (POZ) domain containing 8	Promoter (<=1kb)	0	0.719259651431532	3.1403239961187504e-07	1.6645992776528e-05	treated
chr4	8690566	8690966	ENSMUSG00000041235	Chd7	chromodomain helicase DNA binding protein 7	Promoter (<=1kb)	160	0.7983170515248091	3.15813436309045e-07	1.66799659682358e-05	treated
chr4	48473089	48473489	ENSMUSG00000028345	Tex10	testis expressed gene 10	Promoter (<=1kb)	0	0.6542761325201789	3.19320368575235e-07	1.67954084634124e-05	treated
chr11	44409711	44410111	ENSMUSG00000019189	Rnf145	ring finger protein 145	Promoter (<=1kb)	0	0.7053747651472192	3.20455632499063e-07	1.67954084634124e-05	treated
chr7	101899015	101899415	ENSMUSG00000073982	Rhog	ras homolog family member G	Promoter (<=1kb)	0	0.66624923711142	3.2219544683375e-07	1.67954084634124e-05	treated
